,Country,Company Name,Summary,Founded,Industry,Sector,Headquarters,Notes
823,Sweden,Cloetta,"Cloetta is a Swedish confectionery and nuts company. The company manufactures and sells local confectionery brands on its main markets Sweden, Finland, Norway, Denmark, Netherlands, Germany and the UK.  


== History ==
In 1862 Christoph Cloëtta (1836- 1897) and his brother  Nutin Cloëtta founded Danish chocolate manufacturer Brødrene Cloëttas.",1862,Consumer goods,Food products,Stockholm,Chocolate
824,Sweden,Columbitech,"Columbitech, founded in 2000, provides wireless security to secure mobile devices, with support for WLAN and public networks, including 3G, 4G and WiMAX. The company is headquartered in Stockholm, Sweden with offices in New York City.


== Columbitech Mobile VPN ==
The Columbitech mobile VPN provides remote network access to field mobility users, corporate WLAN users and telecommuters – mobilizing the enterprise.",2000,Technology,Software,Stockholm,Wireless security
825,Sweden,Com Hem,"Com Hem is a Swedish brand owned by Tele2 AB which supplies Triple Play services that include cable television, broadband internet and fixed-line telephone.
Founded in 1983 as Televerket Kabel-TV as part of the former state-owned Televerket, the company was successively named Svenska Kabel-TV AB and Telia InfoMedia TeleVision AB, before becoming 'Com Hem' (a play on the Swedish phrase Kom hem, ""come home"") in 1999.",1983,Telecommunications,Fixed line telecommunications,Stockholm,Triple play services
826,Sweden,Comviq,"Comviq (originally Comvik) is since 2009 a Swedish prepaid and postpaid mobile phone flanker brand, fully owned by Tele2. The original Comvik operation is the predecessor to two listed companies: Tele2 and Millicom.",1981,Telecommunications,Fixed line telecommunications,Stockholm,"Merged into Tele2, retained as a brand"
827,Sweden,Coop Norden,"Coop Norden was a Scandinavian retail chain. It was based in Sweden and owned by three major cooperative retail companies: Sweden's KF (42%), Denmark's FDB (38%), and Norway's Coop NKL (20%).",2001,Consumer services,Food retailers & wholesalers,Stockholm,"Retail chain, defunct 2008"
828,Sweden,Danir AB,"Danir AB is a Swedish holding company for the Olofsson family investments. Danir owns, manages and actively participates in the development of listed and unlisted companies, mainly within development-intensive business sectors.",1986,Financials,Investment services,Malmö,Investments
829,Sweden,Dataphone Scandinavia AB,Dataphone Scandinavia AB is a Swedish national and independent telecom operator and ISP that offers data communication solutions to businesses. Dataphone has its own national network for data and telephony.,2001,Telecommunications,mobile telecommunications,Stockholm,telecommunications
830,Sweden,Datasaab,"For the 11th century Persian Sufi scholar Daata Sab, see Ali Hujwiri.Datasaab was the computer division of, and later a separate company spun off from, aircraft manufacturer Saab in Linköping, Sweden. Its history dates back to December 1954, when Saab got a license to build its own copy of BESK, an early Swedish computer design using vacuum tubes, from Matematikmaskinnämnden (the Swedish governmental board for mathematical machinery).",1954,Industrials,Business support services,Linköping,"Computer division of Saab, defunct"
831,Sweden,DeLaval,"DeLaval is a producer of dairy and farming machinery, with a head office in Tumba, Sweden, and is part of the Tetra Laval group. The company has 18 factories worldwide, employs  over 4,500 people and has a net annual sales of €1 billion in 2014.",1883,Industrials,Commercial vehicles & trucks,Tumba,Farm machines
832,Sweden,Destination Gotland,Destination Gotland is a Swedish ferry-line that runs state-subsidised domestic ferries from Nynäshamn and Oskarshamn to Visby on the island of Gotland. It is a wholly owned daughter company of Rederi AB Gotland.,1998,Consumer services,Travel & tourism,Visby,Ferry line
833,Sweden,Diamyd Medical,"Diamyd Medical AB (Stockholm NASDAQ, First North) is dedicated to find a cure for type 1 diabetes: first, the autoimmune inflammation need to be down-regulated with a compound such as for example GABA; second, tolerance need to be induced to insulin producing beta cell auto-antigens such as for example GAD65; third, the beta cell mass need to be restored with for example autologous stem cells. Diamyd is actively working on all these three steps.",1994[9],Health care,Biotechnology,Stockholm,Research
834,Sweden,Dockstavarvet,"Dockstavarvet is a Swedish shipyard located in the small village of Docksta, in the municipality of Kramfors, by the Gulf of Bothnia.
The company was founded in 1905 by Nils and Carl Sundin as N & C Sundins Båtbyggeri; the current name of the company simply means ""Docksta shipyard"".",1905,Industrials,Commercial vehicles & trucks,Docksta,"Shipyard, Part of Saab Group since 2017"
835,Sweden,Domnarvet,"Domnarvets Jernverk (Domnarvets ironworks), is a steelworks in Borlänge, Sweden. Since 1978 Domnarvet is a part of SSAB. The works was founded in 1872-78 and was originally a part of Stora Kopparbergs Bergslag.",1872,Basic materials,Iron & steel,Borlänge,"Iron, part of SSAB"
836,Sweden,Draim,"Draim AB was a Swedish developer and publisher of fantasy-based tactical card games, headquartered in Nacka, Sweden. It was founded in 2003 as Draim HB and shuttered in or around 2008.",2003,Technology,Software,Nacka,Games
837,Sweden,Elanders,Elanders is a Swedish printing company doing business in ten countries and directing a number of subsidiaries. Since 1989 the company has been listed on the OMX Nordic Exchange.,1908,Industrials,Business support services,Mölnlycke,Printing
838,Sweden,Electrolux,"Electrolux AB (commonly known as Electrolux, Swedish: [ɛˈlɛ̂kːtrʊˌlɵks,]) is a Swedish multinational home appliance manufacturer, headquartered in Stockholm. It is consistently ranked the world's second largest appliance maker by units sold after Whirlpool.Electrolux products sell under a variety of brand names (including its own), and are primarily major appliances and vacuum cleaners intended for consumer use.",1919,Consumer goods,Durable household products,Stockholm,Appliances
839,Sweden,Elekta,"Elekta is a Swedish company that provides radiation therapy, radiosurgery, related equipment and clinical management for the treatment of cancer and brain disorders.


== History ==
Elekta was jointly founded in 1972 by the late Lars Leksell, Professor of Neurosurgery at the Karolinska Institute in Stockholm, Sweden and his son Laurent Leksell, in order to commercialize the development of the Leksell Stereotactic System, and Gamma Knife, which he had been researching since the late 1940s.Since 1994, the company has been listed on the Nordic Exchange under the ticker EKTAb.",1972,Health care,Health care providers,Stockholm,Radiation therapy
840,Sweden,Elektron,"The electron  is a subatomic particle, symbol e− or β−, whose electric charge is negative one elementary charge. Electrons belong to the first generation of the lepton particle family, and are generally thought to be elementary particles because they have no known components or substructure.",1998,Consumer goods,Recreational products,Gothenburg,Synthesizers
841,Sweden,Elfa International,"Elfa is a storage solution company that is headquartered in Malmö, Sweden. The company was founded in 1948 by the Swedish engineer Arne Lydmar.",1948,Consumer goods,Furnishings,Malmö,Shelving
842,Sweden,Ellos,"Ellos Group is a  Swedish home shopping and e-commerce company headquartered in Borås, Sweden. Ellos Group has operations in the Nordic countries and in Russia.",1947,Consumer services,Broadline retailers,Borås,E-commerce
843,Sweden,ENEA AB,"Enea AB is a global information technology company with its headquarters in Kista, Sweden that provides real-time operating systems and consulting services. Enea, which is an abbreviation of Engmans Elektronik Aktiebolag, also produces the OSE operating system.",1968,Technology,Software,Kista,Information technology
844,Sweden,Ericsson,"Telefonaktiebolaget L M Ericsson (lit. Telephone Stock Company L.M. Ericsson), commonly known as Ericsson, is a Swedish multinational networking and telecommunications company headquartered in Stockholm.",1876,Technology,Telecommunications equipment,Stockholm,Communication technology
845,Sweden,ESAB,"ESAB, Elektriska Svetsnings-Aktiebolaget (English: Electric Welding Limited company), is a Swedish industrial company.


== History ==
The company was founded by Oscar Kjellberg.",1904,Industrials,Business support services,Gothenburg,"Welding, part of Colfax Corporation (US)"
846,Sweden,Eskilstuna Energy and Environment,"Eskilstuna Energy and Environment was established in 1993 as a municipality owned company with responsibility for the sales and distribution of electricity, district heating and cooling, water, sewage, waste handling, biogas and broadband in the municipal district of Eskilstuna, Sweden. 
Eskilstuna Energy and Environment consists of business areas BioPartner, Metropolitan Area Network, Water and Sewage, Heating and Recycling.",1993,Utilities,Conventional electricity,Eskilstuna,State power
847,Sweden,Esselte,"Esselte is a manufacturer and marketer of office products and business supplies with subsidiaries in 25 countries and sales in over 120 countries. Esselte makes files, binders, folders, covers, staplers, letter trays and computer accessories under the Esselte, Leitz, Oxford, Pendaflex, Rapid and Xyron brands.",1913,Industrials,Industrial suppliers,Stockholm,"Office products, part of J.W. Childs Associates (US)"
848,Sweden,European Spallation Source,"The European Spallation Source ERIC (ESS) is a multi-disciplinary research facility based on what will be the world's most powerful pulsed neutron source. It is currently under construction in Lund, Sweden.",2013,Industrials,Business support services,Lund,Research
849,Sweden,Expander System Sweden AB,"Expander System Sweden AB is a Swedish company that designs, manufactures, and sells a pivot-pin system for commercial heavy machinery and equipment.  Their headquarters is in Åtvidaberg, Sweden.",1986,Industrials,Industrial machinery,Åtvidaberg,Commercial heavy machinery
850,Sweden,Fagerhult Group,"Fagerhult Group, AB Fagerhult, is one of Europe’s leading lighting groups with approximately 4,900 employees and operations in more than 30 countries. 
The Group includes 13 brands: Fagerhult, iGuzzini, Ateljé Lyktan, LTS, Whitecroft Lighting, Designplan Lighting, Eagle Lighting, I-Valo, Arlight, Lighting Innovation, LED Linear, WE-EF and Veko.",1945[11],Industrials,Building materials & fixtures,Habo,Lighting
851,Sweden,Fatshark,"Fatshark is an independent video game development studio based in Stockholm, Sweden. The studio is located in Stockholm close to the Southern Station.",2008,Technology,Software,Stockholm,video games
852,Sweden,Filippa K,"Filippa K is a Swedish clothing company. Founded in 1993 by Filippa Knutsson, Filippa K has grown to be one of Sweden's leading fashion brands.Based in Stockholm, Sweden, Filippa K now operates a growing number of profile stores in Scandinavia, the Netherlands, Belgium, Germany and Switzerland.",1993,Consumer goods,Clothing & accessories,Stockholm,Clothing
853,Sweden,Fjällräven,"Fjällräven (Swedish pronunciation: [ˈfjɛ̂lːˌrɛːvɛn], Swedish for ""The Arctic fox"") is a Swedish company specialising in outdoor equipment—mostly upscale clothing and backpacks. It was founded in 1960 by Åke Nordin (1936–2013).",1960,Consumer goods,Clothing & accessories,Örnsköldsvik,Outdoor clothing
854,Sweden,FKAB,"FKAB Marine Design, is Sweden's largest consulting company in marine design.
FKAB has been delivering successful ship designs since 1961.",1961,Industrials,Business support services,Uddevalla,Ship design
855,Sweden,Flexlink,"FlexLink, also FlexLink AB, is a manufacturer of flexible, modular conveyors and industrial automation equipment. Headquartered in Göteborg, Sweden, FlexLink has manufacturing, production and engineering facilities in Allentown (USA), Plewiska (Poland) and Kuala Lumpur (Malaysia).",1980,Industrials,Industrial machinery,Gothenburg,Industrial automation
856,Sweden,Föreningsbanken,"Swedbank AB (Swedish pronunciation: [ˈsvɛ̌d(ː)baŋk, ˈsvɛ̌d(ː)bæŋk, ˈswɛ̌d(ː)bæŋk]) is a Nordic-Baltic banking group based in Stockholm, Sweden, offering retail banking, asset management, financial, and other services. In 2019 Swedbank had 900,000 private and 130,000 corporate clients and a 60%  market share of Estonia’s payments.",1992,Financials,Banks,Stockholm,"Rural bank, defunct 1997"
857,Sweden,Forex Bank,"FOREX Bank is a Swedish retailing bank, which is noted for specialising in currency exchange services. The company was started in 1927 providing currency exchange for travellers, at the main Stockholm Central train station.",1927,Financials,Investment services,Stockholm,Currency exchange
858,Sweden,Frictional Games,"Frictional Games AB is a Swedish independent video game developer based in Malmö, founded in January 2007 by Thomas Grip and Jens Nilsson. The company specialises in the development of survival horror games with very little or no combat gameplay mechanics.",2007,Technology,Software,Helsingborg,Video games
859,Sweden,Galvin Green,"Galvin Green is a golf clothing brand based in Växjö, Sweden. The company was established in 1990 by entrepreneur Tomas Nilsson.",1990,Consumer goods,Clothing & accessories,Växjö,Golf clothing
860,Sweden,GB Glace,"GB Glace (originally Glace-Bolaget until 1991) is the largest ice cream company in Sweden. It was founded in 1942, and was purchased by the Anglo-Dutch company Unilever in 1996.",1942,Consumer goods,Food products,Stockholm,"Ice cream, part of Unilever (UK and The Netherlands)"
861,Sweden,Gekås,"Gekås Ullared AB is a Swedish superstore in Ullared, Sweden, founded in 1963 by Göran Karlsson as Ge-kås Manufaktur. It had an annual turnover of SEK 4.2 billion in 2010, with a total store area of over 30,000 m2 (320,000 sq ft) in addition to a 50,000 m2 (540,000 sq ft) storage area just a few hundred yards away.",1963,Consumer services,Broadline retailers,Falkenberg,Swedish superstore
862,Sweden,Getinge Group,"Getinge is a global medical technology company, founded in Sweden in 1904. The firm provides equipment and systems within healthcare and life sciences.",1904,Health care,Medical equipment,Gothenburg,Medical technology
863,Sweden,Göinge Mekaniska,Göinge Mekaniska was one of the leading Swedish steel building companies. It was founded in 1946 and in 1997 it was acquired by Skanska.,1946,Industrials,Heavy construction,Hässleholm,"Steel buildings, defunct 2005. Merged into Skanska"
864,Sweden,Green Cargo,"Green Cargo AB is a Swedish logistics company transporting various types of goods by train. It was created on 1 January 2001 out of the logistics division of Swedish State Railways (SJ) and became a government-owned limited company.Green Cargo operates SJ Rc-class locomotives; 42 are being refurbished and upgraded to ""Rd"" class by Bombardier Transportation.",2001,Industrials,Delivery services,Solna,State logistics
865,Sweden,Grimaldi Industri,"Grimaldi Industri AB of Stockholm, Sweden, is a holding company that owns:
Cycleurope – A group of companies that manufacture bicycles and related items with the brands: Bianchi, Crescent, DBS, Everton, Gitane, Kildemoes, Monark, Puch, Spectra, Tec
Contento
Grimaldis Mekaniska Verkstad
Karlsson Spools
Learnify
Morgana
Plockmatic International
Pricer
3nineGrimaldi is 100% owned by Salvatore Grimaldi.",1970,Conglomerates,-,Stockholm,"Consumer goods, industrials"
866,Sweden,Gunnebo Group,"Gunnebo (OMX: GUNN) is a multinational corporation headquartered in Gothenburg, Sweden, specialising in security products, services and solutions mainly in the areas of cash management, entrance control, safe storage and integrated security.
The Gunnebo Group has operations in 25 countries with approximately 4,400 employees (Jan 2019) and a reported global revenue of MSEK 4,900 million for 2017.Gunnebo has been listed on the Stockholm Stock Exchange in Sweden since 1994 and can be found on the NASDAQ OMX Nordic Exchange Stockholm in the Mid Cap Industrials segment.",1889,Industrials,Business support services,Gothenburg,Security
867,Sweden,Haglöfs,"Haglöfs was founded in 1914 in Sweden by Wiktor Haglöf and is today one of the world's largest suppliers of outdoor equipment. Haglöfs currently markets more than 500 products in three product areas: hardware, clothing, and footwear.",1914,Consumer goods,Recreational products,Torsång,Outdoor equipment
868,Sweden,Hagström,"Hagström (Swedish pronunciation: [ˈhɑ̌ːɡstrœm]) is a musical instrument manufacturer in Älvdalen, Dalecarlia, Sweden. Their original products were accordions that they initially imported from Germany and then Italy before opening their own facility in 1932.",1925,Consumer goods,Recreational products,Älvdalen,Musical instruments
869,Sweden,Hallberg-Rassy,"Hallberg-Rassy Varvsaktiebolag (HR) is a Swedish shipyard internationally known for producing high quality blue water sailing yachts. The company's yard is located in Ellös on the island of Orust, Västra Götaland.",1943,Consumer goods,Recreational products,Ellös,Sailing yachts
870,Sweden,Handelsbanken,"Svenska Handelsbanken AB is a Swedish bank providing universal banking services including traditional corporate transactions, investment banking and trading as well as consumer banking including life insurance. Handelsbanken is one of the major banks in Sweden with over 460 branches.",1871,Financials,Banks,Stockholm,Bank
871,Sweden,Hasselblad,"Victor Hasselblad AB is a Swedish manufacturer of medium format cameras, photographic equipment and image scanners based in Gothenburg, Sweden. The company originally became known for its classic analog medium format cameras that used a waist level viewfinder.",1841,Consumer goods,Recreational products,Gothenburg,Cameras
872,Sweden,Hästens,"Hästens Sängar AB, doing business as simply Hastens (Swedish pronunciation: [ˈhɛ̌sːtɛns]), is a Swedish manufacturer established in 1852, today specializing in beds, bedlinen, pillows and lifestyle accessories.Hästens manufacture beds and mattresses by hand using natural materials like cotton, horse hair, wool and flax. Hästens retail stores also sell branded premium bedlinen, pillows, duvets and accessories.",1852,Consumer services,Specialty retailers,Köping,Beds
873,Sweden,Hestra,"Hestra (operating as Martin Magnusson & Co AB) is a family-owned company that designs and manufactures gloves. Founded by Martin Magnusson in 1936, the company makes gloves for Alpine and Freeskiing.",1936,Consumer goods,Clothing & accessories,Hestra,Gloves
874,Sweden,Hexagon AB,"Hexagon AB is a global technology group headquartered in Sweden.
The operation is focused on precision measuring technologies and is divided into three business areas: Geospatial Measuring (Surveying and GPS), Industrial Metrology (Hexagon Metrology) and Technologies.",1992,Industrials,Business support services,Stockholm,Metrology
875,Sweden,HMS Industrial Networks,"HMS Networks AB is an international company in the field of industrial communications and the Industrial Internet of Things with the motto ""Connecting Devices"". HMS is headquartered in Halmstad, Sweden and is listed on the Nasdaq Nordic stock exchange, employing 600 people in 16 countries and with reported sales of 133 million Euro in 2019.",1988,Telecommunications,Fixed line telecommunications,Halmstad,Industrial communications
876,Sweden,Höganäs AB,Höganäs AB is a Swedish multinational based in Höganäs. It is the world's largest producer of powdered metals.,1797,Basic materials,Iron & steel,Höganäs,Powdered metals
877,Sweden,Holmen,Rasmus Sebastian Holmén (born 29 April 1992) is a Swedish professional footballer who plays as a centre-back. He plays in the Netherlands for Willem II. He is known for his passing-skills and strong positioning.,1875,Basic materials,Paper,Stockholm,Paper
878,Sweden,Husaberg,"Husaberg was a manufacturer of enduro motorcycles with four and two-stroke engines, the displacements ranging from 125 cc to 650 cc. Originally based in Sweden, its motorcycles were later manufactured in Austria by parent company KTM until the line was retired in 2014.",1988,Consumer goods,Automobiles,Mattighofen,Motorcycles
879,Sweden,Husqvarna Group,"The Husqvarna Group (Swedish pronunciation: [ˈhʉ̂ːsˌkvɑːɳa ˈɡruːp]) is a Swedish manufacturer of outdoor power products including chainsaws, trimmers, brushcutters, cultivators, garden tractors, mowers, and sewing machines. Headquartered in Stockholm, Sweden, the group also produces consumer watering products, cutting equipment and diamond tools for the construction and stone industries.Their motorcycle division was spun off in 1987, and is now owned by KTM.
Husqvarna Group sponsors the Swedish ice hockey club HV71 and several local community engagement projects around the world.",1689,Industrials,Industrial suppliers,Stockholm,Commercial tools
880,Sweden,Hydrauliska Industri AB,"Hydrauliska Industri AB (HIAB) is a Swedish manufacturer of loader cranes, demountable container handlers, forestry cranes, truck-mounted forklifts and tail lifts. The company is owned by the Cargotec Corporation.",1944,Industrials,Commercial vehicles & trucks,Hudiksvall,"Lifts and cranes, part of Cargotec (Finland)"
881,Sweden,IAR Systems,"IAR Systems is a Swedish computer software company that offers development tools for embedded systems. IAR Systems was founded in 1983, and is listed on NASDAQ OMX in Stockholm.",1983,Technology,Software,Uppsala,Software
882,Sweden,ICA Gruppen,"ICA Gruppen AB (publ) (Swedish pronunciation: [ˈîːka]; ""ICA Group""; from Inköpscentralernas aktiebolag, lit.  '""the Purchasing Centres' Corporation""') is a Swedish retailer with a focus on food and health.",1938,Consumer services,Broadline retailers,Stockholm,Retailing group
883,Sweden,IFS AB,"IFS AB (Industrial and Financial Systems) is a multinational enterprise software company headquartered in Linköping, Sweden. The company develops and delivers enterprise software for customers around the world who manufacture and distribute goods, maintain assets, and manage service-focused operations.",1983,Technology,Software,Linköping,Software
884,Sweden,Ikano Bank,"Ikano Bank is a consumer finance bank established in 1995 by Ingvar Kamprad (the founder of IKEA).


== Operations ==
Ikano Bank has its head office in Malmö, with branch offices in Sundbyberg, Älmhult, Asker, Glostrup, Nottingham, and Helsinki.",1995,Financials,Banks,Malmö,Bank
885,Sweden,IMINT Image Intelligence AB,"IMINT Image Intelligence AB, often called Imint AB, is a software company providing smartphone manufacturers with video analysis software under the trade mark Vidhance with headquarters in Uppsala, Sweden.


== History ==
The company was founded in 2007 by Jakob Sandström (CTO) and Harald Klomp (CEO).",2007,Technology,Software,Uppsala,Software
886,Sweden,Infranord,"Infranord is a wholly owned Swedish Government enterprise and a railway contractor, providing engineering services to build and maintain railways. The company is the result of a spin-off when the Swedish Transport Administration was established in 2010, following the merger between the Swedish Rail Administration (Swedish: Banverket) and  the Swedish Road Administration (Swedish: Vägverket).",2010,Industrials,Railroads,Solna,Railways
887,Sweden,Ingate Systems,Ingate Systems AB is a Swedish company that sells data network security and telecommunication equipment. The company primarily provides SIP Trunking of IP PBX:s on the US market.,2001,Technology,Software,Stockholm,Data security
888,Sweden,Intertex,"The Internet (or internet)  is the global system of interconnected computer networks that uses the Internet protocol suite (TCP/IP) to communicate between networks and devices. It is a network of networks that consists of private, public, academic, business, and government networks of local to global scope, linked by a broad array of electronic, wireless, and optical networking technologies.",2001,Technology,Computer hardware,Stockholm,Computer peripherals
889,Sweden,Investment AB Latour,"Investment AB Latour is the investment company controlled by the Swedish businessman and billionaire Gustaf Douglas and his family.
Through the company Douglas controls, inter alia, security firm Securitas AB and the world-leading lock producer Assa Abloy.",1984,Financials,Investment services,Gothenburg,Investments
890,Sweden,Investment AB Öresund,"Investment AB Öresund is a Swedish investment company controlled by Mats Qviberg and Sven Hagströmer.


== History ==
The original company was founded in 1890 as Sjöförsäkringsaktiebolaget Öresund.",1961,Financials,Investment services,Stockholm,Investments
891,Sweden,Investor AB,"Investor AB is a Swedish investment and de facto conglomerate holding company, founded in 1916 and still controlled by the Wallenberg family through their Foundation Asset Management company FAM. The company owns a controlling stake in several large Swedish companies with smaller positions in a number of other firms. At year-end 2013 it had a market value of 190.9 billion kronor (€21.4 billion, $29.4 billion), a discount to the net asset value of 11.4%.",1916,Financials,Investment services,Stockholm,Investments
892,Sweden,IsaDora,"IsaDora cosmetics is a Swedish cosmetics brand established in 1983 by the company Swedish INVIMA AB, located in Malmö. IsaDora's first beauty line appeared in Swedish stores in November 1983, and by 1984 IsaDora exported its products to Norway and the rest of Scandinavia.",1983,Consumer goods,Personal products,Malmö,Cosmetics
893,Sweden,iZettle,"iZettle AB is a Swedish financial technology company founded by Jacob de Geer and Magnus Nilsson in April 2010, and is now owned by PayPal. Launching its first app and service in 2011, the company offers a range of financial products including payments, point of sales, funding and partners applications.The company was the first to develop chip-card reader and app for smartphone-based mobile commerce which meets international security requirements.",2011,Technology,Software,Stockholm,Financial technology
894,Sweden,J.Lindeberg,"J.Lindeberg is a Swedish clothing company. Their range includes golf and ski clothing, polo shirts, training clothes, jackets, suits, and shirts.",1997,Consumer goods,Clothing & accessories,Stockholm,Clothing
895,Sweden,Jeeves,"Reginald Jeeves, usually referred to simply as Jeeves, is a fictional character in a series of comedic short stories and novels by English author P. G. Wodehouse. Jeeves is the highly competent valet of a wealthy and idle young Londoner named Bertie Wooster.",1992,Technology,Software,Stockholm,Software
896,Sweden,Jernhusen,"Jernhusen AB owns and runs railway stations and other buildings attached to the railway network in Sweden. The company was formed on 1 January 2001 as part of the break-up of Statens Järnvägar, the former national railway.",2001,Industrials,Railroads,Stockholm,Railways
897,Sweden,Jofa,"Jofa, originally short for Jonssons Fabriker (Jonsson's Factories) is a maker of sporting equipment for sports such as ice hockey, bandy, and horseback riding, based in Malung, Sweden.


== History ==
Niss-Oskar Jonsson founded Jofa in 1926.",1926,Consumer goods,Recreational products,Malung,"Sport equipment, part of Reebok (US)"
898,Sweden,Jonsereds Fabrikers AB,"Jonsered is a brand of chainsaws and other equipment, owned by Husqvarna AB.


== History ==
The Scotsman William Gibson, who had immigrated to Sweden in his youth, founded a textile mill in 1832 in Jonsered. His sons later took over the company that remained in the family's control until the 1920s.",1832,Industrials,Industrial machinery,Jonsered,Part of Husqvarna Group
899,Sweden,Kinnevik AB,"Kinnevik AB (Swedish pronunciation: [ˈɕɪ̂nːɛˌviːk]) is a Swedish investment company that was founded in 1936 by the Stenbeck, Klingspor and von Horn families.Kinnevik is an active and long-term owner investing primarily in digital consumer businesses. Current CEO, Georgi Ganev, was appointed in 2018.Kinnevik holds significant stakes in about 30 companies and invest in Europe, with a focus on the Nordics, the US, and selectively in other markets.",1936,Financials,Investment services,Stockholm,Investments
900,Sweden,Klarna,"Klarna Bank AB, commonly referred to as Klarna, is a Swedish bank that provides online financial services such as payments for online storefronts, direct payments, post purchase payments and more. Their core service is to assume stores' claims for payments and handle customer payments, thus eliminating the financial risks for both the seller and buyer.",2005,Consumer services,Broadline retailers,Stockholm,E-commerce
901,Sweden,Kockums Naval Solutions,"Saab Kockums AB is a shipyard in Malmö, Sweden, owned by the Swedish defence company Saab Group. While having a history of civil vessel construction, Kockums' most renowned activity is the fabrication of military corvettes and submarines.",1840,Industrials,Commercial vehicles & trucks,Malmö,Shipyard
902,Sweden,Koenigsegg,"Koenigsegg Automotive AB (Swedish: [ˈkø̌ːnɪɡsɛɡ] (listen)) is a manufacturer of high-performance sports cars, based in Ängelholm, Skåne County, Sweden.


== Company ==

The company was founded in 1994 in Sweden by Christian von Koenigsegg, with the intention of producing a ""world-class"" sports car.",1994,Consumer goods,Automobiles,Ängelholm,Automotive
903,Sweden,Kopparbergs Brewery,"Kopparbergs Brewery  is a Swedish brewery and cider company based in Bergslagen.


== Kopparberg Cider ==
Kopparberg Cider is made by Kopparberg Breweries in the town of Kopparberg in central Sweden.",1882,Consumer goods,Brewers,Kopparberg,Brewery
904,Sweden,Kosta Glasbruk,"Kosta Glasbruk (Swedish pronunciation: [ˈkǔːsta ˈɡlɑ̂ːsbrʉːk]), later known as Kosta Boda (IPA: [ˈkǔːsta ˈbûːda]), is a Swedish glassworks founded by two foreign officers in Charles XII's army, Anders Koskull and Georg Bogislaus Staël von Holstein, in 1742. The name is a portmanteau of the founders' surnames, Ko(skull) + Sta(el).",1742,Industrials,Building materials & fixtures,Kosta,Glass
905,Sweden,Krönleins,"Krönleins Brewery (Appeltofftska Bryggeri AB) is a Swedish brewery founded in 1836 by Anders Julius Appeltofft in Halmstad, Sweden.


== History ==
Krönleins Brewery was founded on February 15, 1836 when grocery businessman Anders Julius Appeltofft bought an old half-timbered hospital, or ""curhuset"", at Stora Torg in Halmstad, Sweden, and converted it into an office and a bar.",1836,Consumer goods,Brewers,Halmstad,Brewery
906,Sweden,Kungsörnen,Kungsörnen is a Swedish manufacturer of food. It was founded in 1929 in Skåne.,1929,Consumer goods,Food products,Järna,Food
907,Sweden,L E Lundbergföretagen,"L E Lundbergföretagen AB (called Lundbergföretagen or Lundbergs) is an investment company controlled by the Swedish businessman Fredrik Lundberg and family.


== History ==
In 1944, when Lars Erik Lundberg was only 24, he formed the company that was later to become Lundbergs in his apartment in Norrköping.",1944,Financials,Investment services,Stockholm,Investments
908,Sweden,Länsförsäkringar,"Länsförsäkringar, or literally County Insurance, is a Swedish group of customer owned insurance companies. The group consists of 23 independent companies, one in each of the counties of Sweden (pre 1998 division), that cooperate under a common brand name.",1801,Financials,Full line insurance,Stockholm[12],Insurance cooperative
909,Sweden,Länsförsäkringar Bank,"Länsförsäkringar Bank is the 5th largest Swedish bank, owned by the Länsförsäkringar Group. 


== History ==
In 1998, it was merged with the insurance company Wasa (försäkringsbolag).",1996[13],Financials,Banks,Stockholm,"Bank, part of Länsförsäkringar"
910,Sweden,Lantmännen,"Lantmännen is an agricultural cooperative and Northern Europe’s leader in agriculture, machinery, bioenergy and food products. Owned by 25,000 Swedish farmers, they have 10,000 employees, operations in over 20 countries and an annual turnover of SEK 45 billion (approximately EUR 4.5 billion).",2001,Consumer goods,Farming & fishing,Stockholm,Agriculture cooperative
911,Sweden,LeoVegas,"LeoVegas AB is a Swedish mobile gaming company and provider of online casino and sports betting services such as table games, video slots, progressive jackpots, video poker and live betting to a number of international markets. LeoVegas Gaming Ltd.",2011,Consumer services,Gambling,Stockholm,Mobile gaming
912,Sweden,Lindex,"Lindex is a Swedish fashion chain within the Finnish Stockmann Group. The company has around 5000 employees and approximately 480 stores in 18 markets in the Nordic countries, the Baltic States, Central Europe and the Middle East.",1954,Consumer services,Apparel retailers,Gothenburg,Fashion retailer
913,Sweden,Linjeflyg,"Linjeflyg was formed in 1957 as a Swedish domestic airline by Scandinavian Airlines System and Airtaco as well as by newspaper publishers Dagens Nyheter AB and Stockholms-Tidningen AB.


== History ==
Airtaco (founded in August 1950 as Aero Scandia) can be considered as Linjeflyg's predecessor and was merged into the new airline, including its entire fleet. When Linjeflyg was founded, Airtaco's four Lockheed Model 18 Lodestar and four Douglas DC-3 were integrated into the new fleet.In October 1983 Linjeflyg moved from Stockholm-Bromma Airport in the central part of Stockholm to Stockholm-Arlanda Airport in the north of Stockholm.",1957,Consumer services,Airlines,Stockholm,"Airline, defunct 1993, acquired by SAS"
914,Sweden,LKAB,Luossavaara-Kiirunavaara Aktiebolag (LKAB) is a Swedish mining company. The company mines iron ore at Kiruna and at Malmberget in northern Sweden.,1890,Basic materials,General mining,Luleå,Mining
